respondent_id,age_group,gender,region,membership,satisfaction,q_quality,q_price,q_support,recommend_score,heard_from,free_comment
325,30代,男性,関東,無料会員,5,4,2.0,4.0,10.0,SNS,コスパが良い
326,20代,女性,中部,有料会員,4,5,3.0,3.0,8.0,検索,品揃えが豊富
327,40代,女性,中部,無料会員,3,3,2.0,2.0,7.0,SNS,普通
328,50代,女性,中部,無料会員,4,5,3.0,4.0,8.0,SNS,品揃えが豊富
329,30代,男性,関東,無料会員,2,3,3.0,1.0,3.0,検索,値段が高い
330,30代,男性,関東,無料会員,4,4,4.0,3.0,6.0,SNS,使いやすい
331,20代,女性,関東,無料会員,3,3,3.0,4.0,7.0,その他,改善に期待
332,10代,女性,中国・四国,無料会員,3,3,2.0,4.0,9.0,広告,普通
333,10代,男性,近畿,無料会員,5,4,5.0,3.0,9.0,検索,サポートが丁寧
334,60代以上,女性,中部,有料会員,2,3,2.0,4.0,2.0,SNS,動作が重い
335,10代,女性,中国・四国,無料会員,3,5,2.0,2.0,7.0,友人・知人,改善に期待
336,20代,女性,中部,有料会員,3,3,4.0,3.0,7.0,メディア記事,改善に期待
337,30代,女性,中部,無料会員,3,2,3.0,2.0,7.0,広告,改善に期待
338,40代,女性,関東,有料会員,4,5,,4.0,10.0,検索,デザインが好き
339,40代,男性,中部,有料会員,5,4,5.0,4.0,10.0,広告,品揃えが豊富
340,40代,女性,関東,無料会員,4,4,,4.0,7.0,友人・知人,品揃えが豊富
341,30代,女性,中部,無料会員,4,5,5.0,4.0,9.0,SNS,コスパが良い
342,40代,女性,近畿,無料会員,4,4,4.0,4.0,7.0,広告,使いやすい
343,50代,男性,九州・沖縄,無料会員,3,3,2.0,4.0,6.0,広告,特になし
344,30代,回答しない,関東,無料会員,3,3,4.0,3.0,6.0,友人・知人,特になし
345,50代,女性,近畿,有料会員,3,4,4.0,4.0,5.0,広告,普通
346,30代,回答しない,中部,無料会員,3,3,2.0,2.0,5.0,SNS,普通
347,40代,女性,近畿,有料会員,3,5,3.0,2.0,7.0,広告,普通
348,40代,男性,北海道・東北,無料会員,3,3,1.0,4.0,4.0,広告,普通
349,50代,男性,関東,無料会員,3,4,2.0,3.0,8.0,メディア記事,
350,30代,女性,中国・四国,有料会員,3,4,2.0,3.0,4.0,メディア記事,特になし
351,50代,女性,近畿,無料会員,4,4,5.0,5.0,10.0,検索,使いやすい
352,30代,回答しない,関東,無料会員,2,3,2.0,3.0,2.0,SNS,解約しづらい
353,60代以上,女性,北海道・東北,無料会員,2,3,1.0,3.0,1.0,SNS,在庫切れが多い
354,30代,女性,九州・沖縄,無料会員,2,4,4.0,2.0,7.0,メディア記事,在庫切れが多い
355,20代,男性,北海道・東北,無料会員,3,3,,4.0,7.0,友人・知人,改善に期待
356,30代,男性,近畿,有料会員,4,3,5.0,4.0,8.0,SNS,
357,50代,男性,関東,無料会員,3,3,1.0,2.0,7.0,SNS,特になし
358,20代,男性,近畿,有料会員,5,5,5.0,4.0,9.0,友人・知人,コスパが良い
359,40代,女性,関東,無料会員,4,5,3.0,3.0,8.0,友人・知人,サポートが丁寧
360,40代,回答しない,関東,有料会員,5,5,5.0,3.0,10.0,SNS,サポートが丁寧
361,30代,男性,九州・沖縄,無料会員,2,3,3.0,1.0,4.0,SNS,動作が重い
362,30代,女性,中部,無料会員,2,3,3.0,2.0,,検索,値段が高い
363,40代,女性,九州・沖縄,有料会員,3,3,4.0,3.0,5.0,友人・知人,
364,30代,女性,関東,無料会員,3,2,3.0,4.0,6.0,SNS,改善に期待
365,50代,女性,関東,有料会員,2,3,4.0,2.0,5.0,検索,解約しづらい
366,40代,男性,近畿,無料会員,4,4,2.0,3.0,6.0,広告,品揃えが豊富
367,30代,女性,関東,無料会員,3,4,4.0,3.0,5.0,SNS,普通
368,20代,女性,関東,有料会員,3,4,2.0,4.0,6.0,SNS,普通
369,40代,男性,中国・四国,無料会員,3,4,2.0,4.0,7.0,友人・知人,改善に期待
370,20代,女性,関東,有料会員,5,4,,5.0,9.0,友人・知人,サポートが丁寧
371,50代,男性,北海道・東北,無料会員,3,3,4.0,3.0,7.0,広告,改善に期待
372,30代,男性,中部,有料会員,4,4,4.0,4.0,7.0,検索,
373,40代,女性,関東,無料会員,3,3,3.0,4.0,7.0,SNS,特になし
374,20代,女性,近畿,無料会員,4,4,2.0,5.0,5.0,広告,
375,20代,男性,中国・四国,無料会員,3,3,2.0,4.0,6.0,メディア記事,特になし
376,40代,男性,関東,無料会員,4,4,4.0,,7.0,SNS,サポートが丁寧
377,30代,男性,中部,無料会員,2,3,1.0,4.0,4.0,広告,在庫切れが多い
378,20代,女性,中部,無料会員,3,4,3.0,4.0,5.0,検索,特になし
379,20代,女性,九州・沖縄,無料会員,4,3,4.0,3.0,9.0,SNS,品揃えが豊富
380,20代,男性,九州・沖縄,無料会員,3,3,4.0,2.0,7.0,SNS,特になし
381,30代,男性,近畿,無料会員,2,2,2.0,,,SNS,
382,30代,女性,関東,無料会員,4,4,4.0,4.0,8.0,SNS,使いやすい
383,30代,回答しない,中部,有料会員,4,4,3.0,5.0,6.0,SNS,品揃えが豊富
384,40代,男性,北海道・東北,無料会員,3,4,1.0,,7.0,検索,
385,50代,女性,関東,無料会員,4,4,3.0,4.0,6.0,SNS,使いやすい
386,50代,男性,近畿,有料会員,4,4,3.0,5.0,6.0,友人・知人,
387,40代,女性,中国・四国,有料会員,4,4,5.0,2.0,6.0,検索,品揃えが豊富
388,60代以上,女性,関東,無料会員,4,3,2.0,4.0,8.0,メディア記事,使いやすい
389,40代,男性,北海道・東北,無料会員,4,2,4.0,5.0,10.0,検索,使いやすい
390,50代,女性,近畿,有料会員,4,4,3.0,3.0,7.0,広告,コスパが良い
391,20代,男性,中国・四国,有料会員,4,5,4.0,3.0,,広告,コスパが良い
392,30代,男性,関東,有料会員,5,5,5.0,4.0,8.0,SNS,コスパが良い
393,40代,女性,関東,有料会員,3,4,,3.0,8.0,メディア記事,特になし
394,30代,女性,九州・沖縄,無料会員,3,3,2.0,3.0,5.0,検索,普通
395,30代,男性,中国・四国,無料会員,4,2,3.0,4.0,6.0,検索,
396,40代,男性,関東,有料会員,3,5,3.0,4.0,5.0,その他,特になし
397,30代,男性,関東,無料会員,4,3,3.0,4.0,9.0,SNS,使いやすい
398,20代,女性,関東,有料会員,5,5,5.0,4.0,9.0,検索,デザインが好き
399,40代,男性,近畿,無料会員,4,2,4.0,5.0,10.0,その他,デザインが好き
400,20代,女性,中国・四国,有料会員,3,4,4.0,2.0,5.0,SNS,
401,40代,女性,中国・四国,有料会員,3,4,,1.0,6.0,検索,
402,30代,女性,近畿,有料会員,5,4,4.0,4.0,10.0,SNS,品揃えが豊富
403,30代,女性,関東,無料会員,2,4,1.0,2.0,4.0,検索,
404,20代,女性,関東,無料会員,3,4,4.0,3.0,7.0,メディア記事,特になし
405,20代,女性,中部,有料会員,4,4,5.0,3.0,8.0,検索,使いやすい
406,20代,男性,近畿,有料会員,5,3,4.0,4.0,9.0,友人・知人,使いやすい
407,40代,男性,関東,有料会員,3,4,4.0,5.0,6.0,友人・知人,普通
408,20代,男性,近畿,有料会員,4,4,4.0,5.0,8.0,友人・知人,サポートが丁寧
409,60代以上,女性,関東,無料会員,3,3,1.0,3.0,6.0,SNS,特になし
410,30代,女性,中国・四国,無料会員,2,2,3.0,2.0,5.0,友人・知人,問い合わせ対応が遅い
411,30代,女性,北海道・東北,無料会員,3,4,4.0,3.0,4.0,検索,普通
412,10代,男性,関東,無料会員,3,4,2.0,4.0,7.0,広告,特になし
413,50代,女性,近畿,無料会員,3,4,2.0,3.0,7.0,SNS,普通
414,40代,女性,近畿,無料会員,2,1,3.0,2.0,3.0,友人・知人,
415,30代,女性,北海道・東北,無料会員,2,2,4.0,3.0,5.0,友人・知人,在庫切れが多い
416,40代,女性,中部,無料会員,3,4,1.0,,5.0,広告,
417,40代,女性,近畿,無料会員,2,3,2.0,2.0,3.0,広告,値段が高い
418,30代,女性,中部,無料会員,4,5,5.0,2.0,8.0,SNS,
419,30代,男性,関東,有料会員,4,4,4.0,3.0,6.0,その他,サポートが丁寧
420,20代,女性,関東,無料会員,3,4,4.0,2.0,6.0,その他,改善に期待
421,30代,女性,関東,無料会員,4,4,3.0,4.0,8.0,SNS,使いやすい
422,40代,女性,北海道・東北,有料会員,3,4,4.0,3.0,6.0,検索,普通
423,50代,男性,九州・沖縄,無料会員,4,4,3.0,3.0,4.0,SNS,サポートが丁寧
424,20代,女性,近畿,有料会員,5,5,5.0,5.0,8.0,SNS,デザインが好き
425,20代,男性,関東,無料会員,4,4,2.0,5.0,7.0,SNS,デザインが好き
426,30代,男性,関東,無料会員,3,3,3.0,2.0,6.0,友人・知人,特になし
427,40代,男性,中国・四国,有料会員,4,3,4.0,5.0,6.0,SNS,コスパが良い
428,30代,女性,関東,無料会員,4,3,3.0,4.0,8.0,広告,サポートが丁寧
429,10代,女性,近畿,無料会員,3,3,2.0,5.0,5.0,検索,特になし
430,20代,女性,近畿,無料会員,3,3,4.0,2.0,7.0,検索,
431,20代,女性,中部,有料会員,2,4,5.0,,2.0,SNS,在庫切れが多い
432,40代,女性,中部,無料会員,4,3,3.0,5.0,5.0,検索,品揃えが豊富
433,50代,男性,関東,有料会員,4,3,2.0,5.0,10.0,SNS,デザインが好き
434,40代,女性,中部,無料会員,2,3,2.0,2.0,5.0,友人・知人,在庫切れが多い
435,30代,男性,近畿,無料会員,3,3,2.0,5.0,7.0,検索,特になし
436,30代,女性,関東,無料会員,3,3,2.0,,5.0,SNS,特になし
437,50代,女性,関東,無料会員,4,3,3.0,3.0,10.0,検索,コスパが良い
438,60代以上,女性,北海道・東北,無料会員,2,3,1.0,4.0,6.0,検索,在庫切れが多い
439,30代,男性,中部,無料会員,3,4,2.0,3.0,6.0,検索,改善に期待
440,40代,男性,中国・四国,有料会員,5,4,4.0,4.0,6.0,検索,コスパが良い
441,40代,女性,中部,無料会員,3,4,1.0,3.0,7.0,SNS,特になし
442,20代,男性,九州・沖縄,無料会員,3,4,3.0,5.0,6.0,検索,特になし
443,60代以上,回答しない,北海道・東北,有料会員,4,4,5.0,4.0,7.0,SNS,品揃えが豊富
444,60代以上,女性,中国・四国,無料会員,3,3,3.0,2.0,8.0,SNS,普通
445,30代,男性,北海道・東北,無料会員,2,3,3.0,,3.0,友人・知人,問い合わせ対応が遅い
446,60代以上,女性,関東,有料会員,4,4,5.0,5.0,8.0,SNS,使いやすい
447,30代,男性,中部,無料会員,3,3,3.0,3.0,4.0,検索,特になし
448,10代,女性,北海道・東北,無料会員,3,3,2.0,4.0,5.0,広告,普通
449,50代,男性,北海道・東北,無料会員,3,4,4.0,2.0,6.0,検索,改善に期待
450,30代,女性,近畿,有料会員,3,3,,3.0,3.0,検索,普通
451,60代以上,女性,近畿,有料会員,4,3,3.0,4.0,10.0,広告,サポートが丁寧
452,30代,男性,九州・沖縄,無料会員,2,3,4.0,1.0,,検索,解約しづらい
453,30代,男性,関東,無料会員,2,2,3.0,3.0,8.0,SNS,問い合わせ対応が遅い
454,40代,女性,中国・四国,無料会員,2,4,1.0,3.0,4.0,SNS,値段が高い
455,50代,女性,関東,有料会員,2,3,2.0,3.0,,検索,値段が高い
456,20代,男性,近畿,無料会員,4,5,3.0,4.0,9.0,検索,サポートが丁寧
457,40代,男性,中部,無料会員,3,3,3.0,3.0,5.0,メディア記事,
458,60代以上,男性,中国・四国,有料会員,4,3,,5.0,6.0,SNS,デザインが好き
459,30代,女性,関東,無料会員,3,2,2.0,4.0,6.0,検索,特になし
460,10代,男性,関東,有料会員,4,4,4.0,3.0,9.0,広告,コスパが良い
461,40代,男性,関東,有料会員,4,5,5.0,4.0,8.0,SNS,使いやすい
462,20代,女性,九州・沖縄,無料会員,4,3,4.0,4.0,10.0,友人・知人,デザインが好き
463,30代,女性,中国・四国,有料会員,4,4,5.0,3.0,10.0,検索,サポートが丁寧
464,60代以上,女性,近畿,有料会員,4,4,5.0,,8.0,友人・知人,デザインが好き
465,30代,女性,近畿,有料会員,4,5,2.0,5.0,10.0,広告,
466,30代,男性,中国・四国,無料会員,4,3,2.0,3.0,8.0,友人・知人,サポートが丁寧
467,20代,男性,北海道・東北,無料会員,3,3,3.0,1.0,8.0,検索,改善に期待
468,20代,女性,北海道・東北,有料会員,4,5,3.0,4.0,10.0,検索,デザインが好き
469,20代,女性,関東,無料会員,3,4,3.0,2.0,4.0,広告,改善に期待
470,40代,男性,近畿,無料会員,1,3,2.0,2.0,6.0,メディア記事,解約しづらい
471,40代,男性,中国・四国,有料会員,5,5,3.0,,10.0,友人・知人,サポートが丁寧
472,60代以上,女性,近畿,無料会員,2,2,3.0,4.0,4.0,検索,動作が重い
473,20代,女性,関東,無料会員,4,3,4.0,3.0,5.0,検索,コスパが良い
474,20代,男性,中部,無料会員,3,2,5.0,4.0,7.0,広告,普通
475,60代以上,女性,関東,無料会員,4,4,3.0,,7.0,SNS,
476,60代以上,男性,近畿,無料会員,5,5,2.0,3.0,9.0,SNS,
477,30代,男性,関東,無料会員,3,4,3.0,3.0,5.0,SNS,特になし
478,50代,女性,関東,無料会員,4,4,4.0,3.0,7.0,メディア記事,使いやすい
479,30代,女性,関東,無料会員,4,3,3.0,5.0,7.0,SNS,サポートが丁寧
480,30代,男性,関東,無料会員,4,3,2.0,5.0,9.0,検索,サポートが丁寧
481,30代,男性,中部,有料会員,4,4,4.0,5.0,8.0,友人・知人,使いやすい
482,20代,男性,九州・沖縄,無料会員,3,4,2.0,2.0,5.0,検索,普通
483,60代以上,男性,近畿,無料会員,4,4,2.0,5.0,6.0,検索,サポートが丁寧
484,30代,女性,関東,無料会員,4,4,4.0,3.0,5.0,SNS,デザインが好き
485,40代,男性,中部,有料会員,4,4,5.0,3.0,7.0,検索,デザインが好き
486,50代,女性,北海道・東北,無料会員,3,5,3.0,2.0,7.0,検索,
487,20代,女性,近畿,無料会員,3,3,5.0,,6.0,友人・知人,特になし
488,20代,女性,九州・沖縄,無料会員,4,4,4.0,,8.0,友人・知人,使いやすい
489,60代以上,女性,中部,無料会員,3,3,3.0,3.0,8.0,SNS,改善に期待
490,20代,男性,中国・四国,無料会員,2,3,3.0,2.0,2.0,SNS,値段が高い
491,60代以上,回答しない,関東,無料会員,3,3,4.0,3.0,8.0,検索,普通
492,30代,女性,関東,有料会員,4,4,4.0,3.0,7.0,SNS,品揃えが豊富
493,40代,男性,中部,無料会員,2,2,1.0,1.0,6.0,検索,解約しづらい
494,30代,女性,北海道・東北,無料会員,4,4,4.0,2.0,9.0,友人・知人,コスパが良い
495,30代,回答しない,北海道・東北,無料会員,2,3,3.0,4.0,2.0,その他,在庫切れが多い
496,40代,女性,中国・四国,無料会員,3,3,4.0,3.0,8.0,検索,改善に期待
497,10代,女性,近畿,無料会員,2,2,3.0,2.0,6.0,検索,
498,30代,女性,関東,有料会員,4,4,3.0,4.0,8.0,検索,品揃えが豊富
499,40代,女性,関東,無料会員,2,4,3.0,3.0,5.0,検索,値段が高い
500,30代,女性,関東,無料会員,3,2,2.0,5.0,6.0,広告,普通
501,20代,男性,近畿,有料会員,4,4,4.0,,9.0,友人・知人,使いやすい
502,60代以上,女性,関東,有料会員,4,3,3.0,4.0,10.0,その他,コスパが良い
503,20代,女性,中部,無料会員,3,3,3.0,3.0,6.0,SNS,改善に期待
504,30代,女性,中部,無料会員,4,5,3.0,2.0,9.0,メディア記事,
505,30代,男性,近畿,無料会員,3,3,3.0,4.0,4.0,SNS,普通
506,10代,男性,中部,無料会員,3,3,4.0,,7.0,検索,特になし
507,20代,男性,関東,有料会員,4,4,5.0,3.0,10.0,広告,サポートが丁寧
508,20代,女性,近畿,無料会員,3,4,2.0,3.0,5.0,SNS,改善に期待
509,30代,女性,中部,無料会員,3,3,2.0,,6.0,広告,改善に期待
510,60代以上,女性,中国・四国,無料会員,2,3,3.0,,3.0,検索,動作が重い
511,20代,女性,近畿,有料会員,4,4,3.0,5.0,9.0,広告,サポートが丁寧
512,30代,女性,関東,無料会員,3,4,3.0,3.0,6.0,検索,
513,40代,男性,関東,無料会員,3,5,2.0,3.0,7.0,メディア記事,普通
514,20代,男性,関東,無料会員,3,3,4.0,3.0,5.0,検索,改善に期待
515,30代,男性,関東,無料会員,2,3,,2.0,6.0,検索,動作が重い
516,40代,回答しない,中国・四国,有料会員,4,5,3.0,5.0,7.0,SNS,品揃えが豊富
517,60代以上,女性,近畿,無料会員,2,3,3.0,4.0,5.0,友人・知人,解約しづらい
518,40代,女性,北海道・東北,無料会員,2,1,3.0,4.0,3.0,検索,
519,40代,女性,関東,無料会員,3,3,3.0,3.0,7.0,検索,特になし
520,20代,男性,中国・四国,無料会員,3,2,3.0,3.0,5.0,その他,改善に期待
521,20代,女性,関東,有料会員,3,4,2.0,3.0,4.0,友人・知人,
522,40代,女性,北海道・東北,無料会員,2,3,2.0,2.0,4.0,広告,
523,60代以上,女性,近畿,無料会員,4,5,1.0,3.0,9.0,広告,使いやすい
524,30代,男性,関東,有料会員,3,3,3.0,3.0,7.0,SNS,特になし
525,50代,女性,近畿,無料会員,4,4,4.0,5.0,8.0,検索,使いやすい
526,60代以上,女性,関東,無料会員,2,1,3.0,4.0,4.0,検索,問い合わせ対応が遅い
527,40代,男性,中部,無料会員,2,2,3.0,2.0,5.0,SNS,在庫切れが多い
528,40代,回答しない,関東,有料会員,3,3,4.0,4.0,6.0,広告,改善に期待
529,20代,回答しない,関東,無料会員,3,4,3.0,1.0,4.0,広告,普通
530,20代,女性,中国・四国,無料会員,3,3,1.0,5.0,7.0,友人・知人,普通
531,30代,男性,近畿,無料会員,3,3,3.0,2.0,3.0,広告,特になし
532,20代,男性,近畿,無料会員,4,3,3.0,4.0,9.0,検索,品揃えが豊富
533,30代,男性,中国・四国,無料会員,3,4,2.0,2.0,4.0,メディア記事,特になし
534,20代,女性,中部,無料会員,3,4,2.0,3.0,9.0,検索,
535,20代,女性,近畿,無料会員,4,4,2.0,4.0,7.0,検索,サポートが丁寧
536,40代,男性,中部,無料会員,3,4,3.0,4.0,7.0,広告,普通
537,20代,女性,中部,無料会員,2,3,2.0,3.0,2.0,友人・知人,問い合わせ対応が遅い
538,20代,女性,近畿,無料会員,1,2,1.0,2.0,1.0,SNS,問い合わせ対応が遅い
539,30代,男性,北海道・東北,無料会員,3,3,4.0,2.0,7.0,検索,普通
540,30代,男性,中国・四国,有料会員,3,4,3.0,4.0,6.0,友人・知人,特になし
541,10代,女性,近畿,有料会員,4,4,3.0,4.0,9.0,検索,デザインが好き
542,30代,女性,中国・四国,無料会員,4,4,4.0,2.0,9.0,SNS,品揃えが豊富
543,10代,女性,関東,有料会員,5,5,4.0,5.0,10.0,検索,
544,50代,回答しない,近畿,無料会員,2,3,3.0,2.0,4.0,検索,値段が高い
545,50代,女性,近畿,無料会員,3,3,3.0,3.0,5.0,広告,普通
546,40代,男性,北海道・東北,有料会員,4,4,3.0,4.0,10.0,検索,品揃えが豊富
547,40代,男性,北海道・東北,有料会員,4,3,4.0,4.0,,SNS,品揃えが豊富
548,20代,女性,北海道・東北,無料会員,3,3,3.0,3.0,9.0,SNS,普通
549,30代,女性,近畿,無料会員,2,2,,4.0,2.0,その他,問い合わせ対応が遅い
550,50代,女性,近畿,無料会員,2,3,2.0,3.0,4.0,広告,問い合わせ対応が遅い
551,40代,回答しない,北海道・東北,有料会員,4,5,3.0,4.0,9.0,検索,コスパが良い
552,40代,男性,近畿,有料会員,4,5,4.0,4.0,7.0,検索,使いやすい
553,20代,女性,関東,無料会員,2,2,3.0,4.0,2.0,その他,動作が重い
554,40代,女性,関東,無料会員,3,4,2.0,4.0,9.0,SNS,改善に期待
555,20代,女性,関東,有料会員,5,4,4.0,5.0,10.0,メディア記事,品揃えが豊富
556,50代,男性,関東,無料会員,4,4,3.0,4.0,7.0,友人・知人,品揃えが豊富
557,20代,女性,関東,無料会員,2,2,2.0,3.0,3.0,検索,動作が重い
558,20代,女性,中国・四国,無料会員,3,4,1.0,5.0,6.0,検索,普通
559,20代,女性,関東,有料会員,5,5,5.0,4.0,10.0,広告,デザインが好き
560,40代,女性,中部,無料会員,3,3,2.0,4.0,6.0,SNS,特になし
561,60代以上,女性,近畿,無料会員,2,2,4.0,3.0,5.0,広告,問い合わせ対応が遅い
562,30代,男性,中部,無料会員,2,3,2.0,,5.0,友人・知人,在庫切れが多い
563,20代,女性,関東,無料会員,3,2,4.0,3.0,7.0,検索,改善に期待
564,20代,女性,九州・沖縄,有料会員,4,5,5.0,3.0,10.0,その他,サポートが丁寧
565,50代,男性,北海道・東北,無料会員,4,4,3.0,3.0,8.0,SNS,サポートが丁寧
566,20代,男性,関東,無料会員,4,4,5.0,3.0,6.0,友人・知人,使いやすい
567,30代,男性,関東,無料会員,3,3,4.0,3.0,6.0,その他,改善に期待
568,50代,女性,中国・四国,有料会員,4,4,4.0,5.0,5.0,検索,コスパが良い
569,40代,女性,関東,無料会員,3,2,4.0,3.0,9.0,SNS,普通
570,30代,女性,中部,無料会員,4,4,3.0,3.0,8.0,メディア記事,品揃えが豊富
571,30代,女性,九州・沖縄,無料会員,3,4,3.0,4.0,5.0,友人・知人,特になし
572,20代,男性,関東,無料会員,3,4,1.0,4.0,4.0,検索,普通
573,40代,女性,中国・四国,無料会員,4,4,4.0,4.0,8.0,その他,サポートが丁寧
574,30代,男性,関東,無料会員,3,3,2.0,4.0,6.0,友人・知人,特になし
575,20代,女性,近畿,無料会員,4,3,3.0,,8.0,検索,コスパが良い
576,40代,男性,九州・沖縄,有料会員,4,5,3.0,4.0,8.0,SNS,コスパが良い
577,30代,女性,近畿,有料会員,2,3,3.0,3.0,4.0,SNS,解約しづらい
578,10代,女性,関東,無料会員,3,3,3.0,3.0,5.0,友人・知人,特になし
579,30代,女性,関東,有料会員,3,4,5.0,2.0,7.0,SNS,特になし
580,20代,女性,近畿,無料会員,4,4,2.0,5.0,9.0,検索,コスパが良い
581,30代,男性,中部,有料会員,3,3,2.0,5.0,3.0,友人・知人,特になし
582,20代,女性,中国・四国,無料会員,3,4,3.0,,8.0,SNS,改善に期待
583,30代,女性,中部,無料会員,4,3,5.0,3.0,8.0,SNS,デザインが好き
584,30代,女性,近畿,無料会員,2,3,2.0,2.0,4.0,SNS,値段が高い
585,40代,男性,中部,有料会員,4,4,3.0,4.0,10.0,SNS,使いやすい
586,40代,女性,関東,有料会員,4,4,4.0,5.0,9.0,SNS,サポートが丁寧
587,60代以上,女性,関東,無料会員,3,3,3.0,4.0,5.0,検索,普通
588,40代,女性,中部,有料会員,4,4,3.0,4.0,10.0,広告,デザインが好き
589,40代,男性,関東,無料会員,5,4,5.0,4.0,10.0,広告,サポートが丁寧
590,10代,男性,関東,有料会員,4,5,4.0,2.0,7.0,検索,デザインが好き
591,10代,女性,近畿,無料会員,2,3,2.0,2.0,4.0,検索,動作が重い
592,30代,女性,関東,無料会員,4,4,3.0,5.0,7.0,メディア記事,使いやすい
593,60代以上,女性,北海道・東北,無料会員,3,4,1.0,2.0,6.0,SNS,普通
594,30代,男性,九州・沖縄,有料会員,4,5,3.0,5.0,10.0,メディア記事,サポートが丁寧
595,30代,女性,近畿,無料会員,3,2,4.0,2.0,5.0,SNS,普通
596,20代,男性,北海道・東北,有料会員,4,5,5.0,4.0,9.0,友人・知人,サポートが丁寧
597,20代,女性,中部,有料会員,3,4,5.0,1.0,6.0,友人・知人,特になし
598,40代,女性,関東,有料会員,3,5,2.0,3.0,7.0,検索,特になし
599,10代,女性,九州・沖縄,無料会員,4,3,3.0,5.0,6.0,SNS,デザインが好き
600,20代,女性,近畿,無料会員,3,3,,3.0,6.0,その他,特になし
601,60代以上,女性,近畿,有料会員,2,4,2.0,3.0,3.0,メディア記事,
602,30代,男性,関東,無料会員,3,3,3.0,4.0,7.0,検索,改善に期待
603,50代,男性,中国・四国,無料会員,4,4,4.0,3.0,7.0,メディア記事,サポートが丁寧
604,40代,女性,近畿,無料会員,3,4,3.0,2.0,7.0,検索,改善に期待
605,30代,女性,北海道・東北,無料会員,2,2,3.0,2.0,2.0,検索,問い合わせ対応が遅い
606,40代,女性,関東,無料会員,3,3,3.0,3.0,6.0,検索,特になし
607,40代,男性,近畿,有料会員,5,3,4.0,4.0,10.0,SNS,サポートが丁寧
608,10代,女性,関東,有料会員,3,5,3.0,3.0,4.0,SNS,改善に期待
609,40代,男性,関東,有料会員,3,3,4.0,3.0,6.0,検索,普通
610,50代,男性,近畿,有料会員,4,4,5.0,4.0,9.0,検索,品揃えが豊富
611,30代,女性,関東,有料会員,4,5,5.0,4.0,7.0,SNS,デザインが好き
612,10代,男性,関東,無料会員,3,3,2.0,5.0,7.0,SNS,特になし
613,20代,女性,関東,有料会員,4,5,3.0,4.0,10.0,検索,デザインが好き
614,30代,女性,近畿,無料会員,5,5,4.0,4.0,10.0,検索,デザインが好き
615,20代,男性,中部,無料会員,2,4,1.0,1.0,5.0,広告,
616,40代,女性,近畿,有料会員,5,5,5.0,5.0,9.0,友人・知人,サポートが丁寧
617,40代,女性,近畿,無料会員,3,3,,3.0,3.0,検索,改善に期待
618,20代,女性,北海道・東北,無料会員,3,5,2.0,2.0,7.0,広告,特になし
619,40代,女性,近畿,有料会員,5,5,4.0,4.0,10.0,検索,コスパが良い
620,30代,男性,関東,無料会員,2,3,3.0,3.0,4.0,友人・知人,値段が高い
621,30代,女性,近畿,有料会員,4,4,3.0,4.0,8.0,SNS,サポートが丁寧
622,30代,男性,関東,有料会員,5,3,4.0,5.0,8.0,友人・知人,デザインが好き
623,30代,女性,北海道・東北,無料会員,4,5,4.0,3.0,10.0,検索,コスパが良い
624,10代,女性,関東,無料会員,3,4,4.0,3.0,7.0,検索,普通
625,20代,女性,中国・四国,無料会員,3,3,3.0,3.0,6.0,検索,改善に期待
626,50代,女性,関東,無料会員,3,3,2.0,1.0,6.0,メディア記事,改善に期待
627,30代,男性,関東,無料会員,3,3,3.0,3.0,7.0,SNS,普通
628,30代,男性,中国・四国,無料会員,4,4,3.0,3.0,9.0,SNS,使いやすい
629,20代,女性,関東,有料会員,4,3,4.0,4.0,7.0,検索,サポートが丁寧
630,40代,男性,中部,有料会員,3,2,4.0,4.0,7.0,友人・知人,改善に期待
631,30代,男性,近畿,無料会員,3,3,2.0,3.0,8.0,広告,特になし
632,50代,女性,北海道・東北,無料会員,3,4,2.0,4.0,8.0,広告,普通
633,30代,男性,関東,無料会員,2,3,3.0,4.0,3.0,広告,問い合わせ対応が遅い
634,30代,女性,関東,有料会員,4,4,5.0,3.0,7.0,検索,品揃えが豊富
635,40代,女性,関東,無料会員,3,3,2.0,3.0,8.0,検索,改善に期待
636,60代以上,男性,関東,無料会員,4,4,4.0,4.0,10.0,友人・知人,コスパが良い
637,40代,男性,関東,有料会員,4,5,5.0,5.0,8.0,検索,デザインが好き
638,20代,女性,北海道・東北,無料会員,3,3,3.0,3.0,6.0,検索,普通
639,20代,回答しない,中部,無料会員,2,3,3.0,2.0,6.0,広告,在庫切れが多い
640,40代,男性,九州・沖縄,無料会員,3,3,1.0,4.0,5.0,SNS,改善に期待
641,30代,男性,関東,無料会員,3,3,3.0,1.0,7.0,その他,
642,50代,女性,近畿,無料会員,3,3,4.0,5.0,6.0,友人・知人,普通
643,30代,男性,九州・沖縄,無料会員,3,3,2.0,3.0,4.0,メディア記事,特になし
644,40代,女性,関東,無料会員,3,4,2.0,4.0,6.0,広告,普通
645,20代,男性,中部,有料会員,4,3,5.0,3.0,7.0,友人・知人,コスパが良い
646,50代,女性,関東,有料会員,4,5,4.0,4.0,9.0,広告,品揃えが豊富
647,60代以上,男性,北海道・東北,無料会員,3,4,4.0,4.0,6.0,検索,改善に期待
648,10代,女性,中国・四国,無料会員,3,4,4.0,3.0,5.0,検索,特になし
